	  ID		  PRINCIPAL_INVESTIGATOR	 ORGANIZATION		       EXPERIMENT	 1st_DATE  1st_LAT  1st_LON 	 END_DATE  END_LAT  END_LON	 TYPE	 FILENAME
   111600496	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-19  -30.580  31.173	2015-08-14  -38.343  28.908	RAFOS	kp496.nc
   111600498	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-19  -30.429  31.186	2015-02-22  -38.687  23.295	RAFOS	kp498.nc
   111600499	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-19  -30.481  31.085	2015-08-14  -37.139  36.769	RAFOS	kp499.nc
   111600500	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-18  -30.435  31.386	2014-11-30  -33.138  29.404	RAFOS	kp500.nc
   111600501	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-18  -30.494  31.334	2014-12-24  -36.245  23.181	RAFOS	kp501.nc
   111600503	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-19  -30.594  31.101	2015-11-12  -36.333  49.959	RAFOS	kp503.nc
   111600504	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-19  -30.584  31.207	2015-12-02  -25.301  5.510	RAFOS	kp504.nc
   111600505	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-18  -30.429  31.386	2014-12-15  -35.153  27.468	RAFOS	kp505.nc
   111600506	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-18  -30.566  31.404	2014-12-14  -35.538  26.236	RAFOS	kp506.nc
   111600507	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-18  -30.602  31.370	2015-01-23  -37.439  23.427	RAFOS	kp507.nc
   111600508	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-18  -30.511  31.467	2015-11-12  -37.954  24.876	RAFOS	kp508.nc
   111600509	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-18  -30.450  31.364	2015-08-14  -44.223  28.114	RAFOS	kp509.nc
   111600511	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-17  -30.851  30.765	2014-12-16  -35.346  26.652	RAFOS	kp511.nc
   111600512	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-18  -30.550  31.346	2015-11-12  -38.261  36.878	RAFOS	kp512.nc
   111600513	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-18  -30.548  31.366	2015-11-08  -38.568  46.839	RAFOS	kp513.nc
   111600515	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-17  -31.228  30.486	2014-12-12  -34.300  26.852	RAFOS	kp515.nc
   111600516	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-17  -31.053  30.574	2014-12-12  -34.376  26.775	RAFOS	kp516.nc
   111600517	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-17  -30.869  30.794	2014-12-07  -35.793  25.278	RAFOS	kp517.nc
   111600518	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-17  -31.074  30.609	2014-12-14  -34.938  26.390	RAFOS	kp518.nc
   111600519	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-17  -30.958  30.654	2015-10-24  -40.543  47.960	RAFOS	kp519.nc
   111600522	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-17  -31.331  30.473	2014-12-03  -34.000  27.233	RAFOS	kp522.nc
   111600523	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-17  -31.413  30.402	2015-12-29  -41.682  36.797	RAFOS	kp523.nc
   111600524	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-17  -31.273  30.425	2015-01-24  -35.718  23.293	RAFOS	kp524.nc
   111600525	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-17  -31.029  30.618	2014-12-05  -34.072  28.761	RAFOS	kp525.nc
   111600526	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-17  -31.299  30.404	2014-12-20  -41.108  18.214	RAFOS	kp526.nc
   111600527	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-17  -31.066  30.745	2014-12-12  -35.072  27.140	RAFOS	kp527.nc
   111600528	              O.Boebel, T.Rossby	       URI	                   KAPEX	2014-11-17  -31.087  30.722	2014-12-14  -36.449  27.024	RAFOS	kp528.nc
    12040032	                          Rossby	       URI	Local Dynamics Experiment	1994-10-19  31.006  -69.331	1994-12-30  29.763  -70.598	SOFAR	ld32.nc
    12040033	                          Rossby	       URI	Local Dynamics Experiment	1994-10-18  31.115  -68.626	1994-10-24  31.180  -68.384	SOFAR	ld33.nc
    12040034	                          Rossby	       URI	Local Dynamics Experiment	1994-10-18  30.687  -68.909	1994-12-28  28.852  -73.342	SOFAR	ld34.nc
    12040035	                          Rossby	       URI	Local Dynamics Experiment	1994-10-18  30.356  -69.161	1994-12-28  28.882  -72.704	SOFAR	ld35.nc
    12040036	                          Rossby	       URI	Local Dynamics Experiment	1994-10-17  30.358  -69.801	1995-03-03  31.910  -70.405	SOFAR	ld36.nc
    12040037	                          Rossby	       URI	Local Dynamics Experiment	1994-10-14  31.063  -70.220	1995-04-06  29.974  -73.794	SOFAR	ld37.nc
    12040038	                          Rossby	       URI	Local Dynamics Experiment	1994-10-14  31.431  -70.113	1996-03-16  38.350  -61.365	SOFAR	ld38.nc
    12040039	                          Rossby	       URI	Local Dynamics Experiment	1994-10-14  31.781  -69.913	1995-05-18  37.743  -71.403	SOFAR	ld39.nc
    12040040	                          Rossby	       URI	Local Dynamics Experiment	1994-10-14  31.770  -69.175	1995-03-29  32.272  -70.862	SOFAR	ld40.nc
    12040041	                          Rossby	       URI	Local Dynamics Experiment	1994-10-15  31.470  -69.525	1995-08-29  31.237  -70.546	SOFAR	ld41.nc
    12040042	                          Rossby	       URI	Local Dynamics Experiment	1994-10-14  31.181  -69.626	1995-03-27  32.466  -72.082	SOFAR	ld42.nc
    12040043	                          Rossby	       URI	Local Dynamics Experiment	1994-10-15  31.099  -69.914	1995-03-14  31.863  -70.910	SOFAR	ld43.nc
    12040044	                          Rossby	       URI	Local Dynamics Experiment	1994-10-15  30.694  -70.056	1995-03-29  32.418  -71.434	SOFAR	ld44.nc
    12040045	                          Rossby	       URI	Local Dynamics Experiment	1994-10-15  30.926  -69.659	1995-04-07  30.831  -72.091	SOFAR	ld45.nc
    12040046	                          Rossby	       URI	Local Dynamics Experiment	1994-10-15  31.096  -69.526	1995-01-01  31.295  -69.978	SOFAR	ld46.nc
    12040047	                          Rossby	       URI	Local Dynamics Experiment	1994-10-15  31.240  -69.333	1995-03-27  32.806  -72.014	SOFAR	ld47.nc
    12040048	                          Rossby	       URI	Local Dynamics Experiment	1994-10-16  31.442  -68.882	1995-10-21  28.513  -71.236	SOFAR	ld48.nc
    12040050	                          Rossby	       URI	Local Dynamics Experiment	1994-10-16  30.884  -69.400	1994-12-31  29.686  -72.502	SOFAR	ld50.nc
    12040051	                          Rossby	       URI	Local Dynamics Experiment	1994-10-18  30.812  -69.433	1994-12-27  28.939  -72.639	SOFAR	ld51.nc
    12040052	                          Rossby	       URI	Local Dynamics Experiment	1994-10-16  30.969  -69.495	1994-12-29  28.033  -72.670	SOFAR	ld52.nc
    12040053	                          Rossby	       URI	Local Dynamics Experiment	1994-10-15  30.970  -69.695	1994-12-27  28.004  -73.633	SOFAR	ld53.nc
    12040054	                          Rossby	       URI	Local Dynamics Experiment	1994-10-15  31.074  -69.885	1996-02-02  32.307  -60.385	SOFAR	ld54.nc
    12040055	                          Rossby	       URI	Local Dynamics Experiment	1994-10-15  31.212  -69.685	1995-12-10  34.886  -69.336	SOFAR	ld55.nc
    12040056	                          Rossby	       URI	Local Dynamics Experiment	1994-10-14  31.472  -69.532	1994-12-20  31.595  -74.387	SOFAR	ld56.nc
    12040057	                          Rossby	       URI	Local Dynamics Experiment	1994-12-27  31.380  -68.945	1995-04-16  34.010  -67.870	SOFAR	ld57.nc
    12040058	                          Rossby	       URI	Local Dynamics Experiment	1994-10-17  30.984  -69.243	1995-04-20  32.073  -72.321	SOFAR	ld58.nc
  1204005901	                          Rossby	       URI	Local Dynamics Experiment	1994-10-17  30.715  -69.492	1996-01-07  36.702  -60.633	SOFAR	ld59a.nc
  1204005902	                          Rossby	       URI	Local Dynamics Experiment	1996-01-29  39.276  -60.706	1996-03-10  36.769  -49.049	SOFAR	ld59b.nc
    12040060	                          Rossby	       URI	Local Dynamics Experiment	1994-10-16  31.082  -69.075	1995-04-09  27.339  -70.503	SOFAR	ld60.nc
    12040061	                          Rossby	       URI	Local Dynamics Experiment	1994-10-15  31.307  -69.353	1995-01-01  30.931  -73.923	SOFAR	ld61.nc
    12040062	                          Rossby	       URI	Local Dynamics Experiment	1994-12-27  31.349  -69.358	1995-08-26  29.812  -76.576	SOFAR	ld62.nc
    12040063	                          Rossby	       URI	Local Dynamics Experiment	1994-12-26  31.400  -69.672	1995-04-22  29.691  -77.037	SOFAR	ld63.nc
  1204006401	                          Rossby	       URI	Local Dynamics Experiment	1994-12-27  31.616  -69.337	1995-11-13  31.304  -65.114	SOFAR	ld64a.nc
  1204006402	                          Rossby	       URI	Local Dynamics Experiment	1995-11-28  31.918  -65.694	1996-03-21  31.884  -71.270	SOFAR	ld64b.nc
    12040065	                          Rossby	       URI	Local Dynamics Experiment	1994-12-27  31.084  -69.358	1995-04-15  34.334  -67.999	SOFAR	ld65.nc
    12040066	                          Rossby	       URI	Local Dynamics Experiment	1995-01-05  30.958  -69.415	1995-04-15  33.770  -67.402	SOFAR	ld66.nc
    12040067	                          Rossby	       URI	Local Dynamics Experiment	1995-01-06  31.120  -68.954	1995-04-13  32.553  -62.196	SOFAR	ld67.nc
    12040068	                          Rossby	       URI	Local Dynamics Experiment	1995-01-05  31.018  -69.752	1995-03-30  32.740  -66.009	SOFAR	ld68.nc
    12040069	                          Rossby	       URI	Local Dynamics Experiment	1995-01-06  31.262  -69.565	1995-04-11  31.321  -64.757	SOFAR	ld69.nc
    12040084	                          Rossby	       URI	Local Dynamics Experiment	1995-01-04  31.540  -69.855	1995-04-18  34.542  -73.918	SOFAR	ld84.nc
    12040085	                          Rossby	       URI	Local Dynamics Experiment	1995-01-03  31.600  -69.825	1995-04-09  32.280  -71.664	SOFAR	ld85.nc
    12040086	                          Rossby	       URI	Local Dynamics Experiment	1995-01-04  31.577  -69.409	1995-03-23  30.518  -69.390	SOFAR	ld86.nc
    12040087	                          Rossby	       URI	Local Dynamics Experiment	1995-01-04  31.545  -69.351	1995-04-06  33.208  -75.392	SOFAR	ld87.nc
    12040088	                          Rossby	       URI	Local Dynamics Experiment	1995-01-05  31.016  -69.342	1995-04-06  30.281  -70.648	SOFAR	ld88.nc
    12040089	                          Rossby	       URI	Local Dynamics Experiment	1995-01-04  31.093  -69.307	1995-03-22  30.615  -62.053	SOFAR	ld89.nc
    12040090	                          Rossby	       URI	Local Dynamics Experiment	1995-01-05  30.868  -69.467	1995-04-18  32.136  -71.046	SOFAR	ld90.nc
    12040091	                          Rossby	       URI	Local Dynamics Experiment	1995-01-05  30.983  -69.714	1995-04-06  30.411  -73.514	SOFAR	ld91.nc
 12192100375	            M.Prater, H.T.Rossby	       URI	            Labrador Sea	2013-03-31  58.252  -50.818	2013-04-28  58.422  -49.896	RAFOS	lsu375.nc
 12192100376	            M.Prater, H.T.Rossby	       URI	            Labrador Sea	2013-04-15  58.663  -50.105	2013-05-11  59.163  -49.470	RAFOS	lsu376.nc
 12192100377	            M.Prater, H.T.Rossby	       URI	            Labrador Sea	2013-03-31  58.252  -50.822	2013-05-09  58.134  -49.765	RAFOS	lsu377.nc
 12192100383	            M.Prater, H.T.Rossby	       URI	            Labrador Sea	2013-07-19  57.027  -53.678	2013-08-15  56.271  -54.509	RAFOS	lsu383.nc
 12192100386	            M.Prater, H.T.Rossby	       URI	            Labrador Sea	2013-10-25  60.000  -48.905	2013-11-05  60.621  -51.028	RAFOS	lsu386.nc
 12192100388	            M.Prater, H.T.Rossby	       URI	            Labrador Sea	2013-07-17  57.217  -53.985	2013-08-26  57.190  -53.357	RAFOS	lsu388.nc
 12192100391	            M.Prater, H.T.Rossby	       URI	            Labrador Sea	2013-07-19  56.838  -53.915	2013-07-26  57.210  -53.489	RAFOS	lsu391.nc
 12192100393	            M.Prater, H.T.Rossby	       URI	            Labrador Sea	2013-10-24  59.271  -44.208	2014-04-06  59.395  -59.744	RAFOS	lsu393.nc
 12192100395	            M.Prater, H.T.Rossby	       URI	            Labrador Sea	2013-11-04  61.227  -50.383	2013-11-24  61.824  -53.725	RAFOS	lsu395.nc
 12192100396	            M.Prater, H.T.Rossby	       URI	            Labrador Sea	2013-07-18  56.983  -53.867	2013-09-05  56.037  -54.592	RAFOS	lsu396.nc
 12192100400	            M.Prater, H.T.Rossby	       URI	            Labrador Sea	2013-10-22  57.967  -44.050	2013-10-26  57.711  -43.644	RAFOS	lsu400.nc
 12192100401	            M.Prater, H.T.Rossby	       URI	            Labrador Sea	2013-07-19  56.982  -54.120	2013-08-20  56.300  -55.123	RAFOS	lsu401.nc
 12192100402	            M.Prater, H.T.Rossby	       URI	            Labrador Sea	2013-11-03  60.058  -52.468	2014-01-01  60.660  -50.300	RAFOS	lsu402.nc
 12192100404	            M.Prater, H.T.Rossby	       URI	            Labrador Sea	2013-10-25  60.175  -48.678	2014-01-05  60.011  -58.758	RAFOS	lsu404.nc
 12192100406	            M.Prater, H.T.Rossby	       URI	            Labrador Sea	2013-10-22  58.483  -44.050	2014-01-19  58.767  -47.170	RAFOS	lsu406.nc
    13150010	                          Rossby	       URI	                    MODE	1989-08-21  28.785  -70.641	1989-11-05  29.091  -70.501	SOFAR	mo10.nc
    13150011	                          Rossby	       URI	                    MODE	1989-08-21  29.324  -69.724	1989-11-07  28.678  -69.479	SOFAR	mo11.nc
    13150012	                          Rossby	       URI	                    MODE	1989-08-18  28.760  -68.625	1989-08-20  28.742  -68.742	SOFAR	mo12.nc
    13150013	                          Rossby	       URI	                    MODE	1989-08-21  28.119  -69.898	1989-09-12  28.756  -70.262	SOFAR	mo13.nc
    13150014	                          Rossby	       URI	                    MODE	1989-08-18  26.887  -70.190	1989-08-19  26.863  -70.190	SOFAR	mo14.nc
    13150015	                          Rossby	       URI	                    MODE	1989-08-21  27.227  -69.193	1989-10-08  27.140  -70.763	SOFAR	mo15.nc
    13150016	                          Rossby	       URI	                    MODE	1989-08-23  27.561  -68.510	1989-11-16  28.964  -69.058	SOFAR	mo16.nc
    13150017	                          Rossby	       URI	                    MODE	1989-08-23  26.783  -70.162	1989-09-14  26.474  -69.969	SOFAR	mo17.nc
    13150018	                          Rossby	       URI	                    MODE	1989-08-28  28.717  -68.524	1989-08-30  28.676  -68.531	SOFAR	mo18.nc
    13150019	                          Rossby	       URI	                    MODE	1989-09-10  27.739  -70.101	1989-12-20  26.615  -71.660	SOFAR	mo19.nc
    13150020	                          Rossby	       URI	                    MODE	1989-09-10  28.114  -70.138	1989-11-13  27.815  -69.915	SOFAR	mo20.nc
    13150022	                          Rossby	       URI	                    MODE	1989-09-11  28.380  -69.274	1989-10-03  27.681  -69.626	SOFAR	mo22.nc
    13150023	                          Rossby	       URI	                    MODE	1989-09-11  28.009  -69.591	1989-09-17  27.870  -69.766	SOFAR	mo23.nc
    13150024	                          Rossby	       URI	                    MODE	1989-09-11  27.957  -69.169	1989-09-19  27.754  -69.335	SOFAR	mo24.nc
    13150025	                          Rossby	       URI	                    MODE	1989-09-13  28.212  -68.476	1989-09-17  28.249  -68.472	SOFAR	mo25.nc
    13150026	                          Rossby	       URI	                    MODE	1989-09-14  28.517  -69.818	1989-09-20  28.592  -69.914	SOFAR	mo26.nc
    13150027	                          Rossby	       URI	                    MODE	1989-09-17  26.365  -69.868	1989-11-08  25.116  -69.785	SOFAR	mo27.nc
    13150028	                          Rossby	       URI	                    MODE	1989-09-23  26.932  -68.925	1989-09-24  26.955  -68.930	SOFAR	mo28.nc
    13150029	                          Rossby	       URI	                    MODE	1989-09-25  28.357  -68.557	1989-11-06  28.904  -69.228	SOFAR	mo29.nc
     1315002	                          Rossby	       URI	                    MODE	1989-03-03  26.653  -69.046	1989-05-29  26.257  -70.000	SOFAR	mo2.nc
    13150030	                          Rossby	       URI	                    MODE	1989-09-26  27.607  -69.509	1989-11-03  27.684  -70.733	SOFAR	mo30.nc
    13150031	                          Rossby	       URI	                    MODE	1989-09-26  28.545  -70.099	1990-03-28  29.318  -73.286	SOFAR	mo31.nc
    13150032	                          Rossby	       URI	                    MODE	1989-09-27  27.572  -71.400	1989-11-13  28.022  -71.949	SOFAR	mo32.nc
    13150033	                          Rossby	       URI	                    MODE	1989-10-07  27.187  -68.920	1989-11-12  27.081  -68.930	SOFAR	mo33.nc
    13150034	                          Rossby	       URI	                    MODE	1989-11-02  27.960  -69.157	1989-12-02  27.677  -68.983	SOFAR	mo34.nc
    13150035	                          Rossby	       URI	                    MODE	1989-11-03  27.544  -69.485	1990-10-30  23.334  -72.910	SOFAR	mo35.nc
    13150036	                          Rossby	       URI	                    MODE	1989-11-03  27.655  -70.016	1990-06-19  28.377  -72.582	SOFAR	mo36.nc
  1315003701	                          Rossby	       URI	                    MODE	1989-11-04  28.050  -70.147	1992-05-29  26.093  -76.016	SOFAR	mo37a.nc
  1315003702	                          Rossby	       URI	                    MODE	1992-06-16  24.700  -74.980	1992-09-03  26.243  -75.671	SOFAR	mo37b.nc
  1315003703	                          Rossby	       URI	                    MODE	1992-09-20  26.378  -75.920	1992-10-24  26.195  -76.319	SOFAR	mo37c.nc
    13150038	                          Rossby	       URI	                    MODE	1989-11-06  29.062  -70.468	1989-12-06  28.159  -70.001	SOFAR	mo38.nc
    13150039	                          Rossby	       URI	                    MODE	1989-11-08  28.684  -69.495	1992-01-20  25.663  -74.502	SOFAR	mo39.nc
     1315003	                          Rossby	       URI	                    MODE	1989-03-03  26.663  -68.990	1989-04-22  26.634  -69.241	SOFAR	mo3.nc
    13150040	                          Rossby	       URI	                    MODE	1989-11-10  27.712  -68.620	1990-04-04  28.135  -68.240	SOFAR	mo40.nc
  1315004101	                          Rossby	       URI	                    MODE	1989-11-13  27.083  -68.936	1990-11-17  23.794  -73.518	SOFAR	mo41a.nc
  1315004102	                          Rossby	       URI	                    MODE	1991-02-08  24.264  -74.091	1991-07-15  23.736  -73.043	SOFAR	mo41b.nc
    13150042	                          Rossby	       URI	                    MODE	1989-11-14  27.991  -71.974	1989-11-29  27.938  -72.400	SOFAR	mo42.nc
    13150043	                          Rossby	       URI	                    MODE	1989-11-17  28.974  -69.228	1990-01-02  29.136  -71.066	SOFAR	mo43.nc
  1315004401	                          Rossby	       URI	                    MODE	1989-11-21  27.165  -70.043	1990-08-10  22.384  -69.648	SOFAR	mo44a.nc
